Model:	LI-7810
SN:	TG10-01563
Software Version:	2.3.8
Timestamp:	2023-07-19 12:23:33
Timezone:	US/Eastern
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1689783830	923424959	81	256	""	2023-07-19	12:23:50	nan	nan	nan	100.869	21.7083	100.451	40.2641	0	0	21.1279	-16000	0	14.7923	 96
DATA	1689783831	923424959	85	256	""	2023-07-19	12:23:51	nan	nan	nan	100.869	21.7083	100.451	40.2654	0	0	21.1279	-16000	0	14.7919	111
DATA	1689783832	923424959	89	256	""	2023-07-19	12:23:52	nan	nan	nan	100.869	21.7083	100.452	40.2664	0	0	21.1279	-16000	0	14.7923	114
DATA	1689783833	923118114	93	256	""	2023-07-19	12:23:53	nan	nan	nan	100.869	21.7083	100.452	40.2673	0	0	21.1279	-16000	0	14.7919	 99
DATA	1689783834	923118114	97	256	""	2023-07-19	12:23:54	nan	nan	nan	100.868	21.7083	100.453	40.2681	0	0	21.1283	-16000	0	14.7919	 99
DATA	1689783835	923118114	101	256	""	2023-07-19	12:23:55	nan	nan	nan	100.869	21.7083	100.453	40.2687	0	0	21.1286	-16000	0	14.7915	141
DATA	1689783836	923118114	105	256	""	2023-07-19	12:23:56	nan	nan	nan	100.868	21.7083	100.453	40.2691	0	0	21.1286	-16000	0	14.7915	141
DATA	1689783837	923118114	109	256	""	2023-07-19	12:23:57	nan	nan	nan	100.869	21.7085	100.453	40.2698	0	0	21.1286	-16000	0	14.7911	153
DATA	1689783838	923118114	113	256	""	2023-07-19	12:23:58	nan	nan	nan	100.868	21.7083	100.453	40.27	0	0	21.1286	-16000	0	14.7915	 39
DATA	1689783839	923118114	117	256	""	2023-07-19	12:23:59	nan	nan	nan	100.869	21.7089	100.452	40.2706	0	0	21.1286	-16000	0	14.7915	153
DATA	1689783840	922792911	121	256	""	2023-07-19	12:24:00	nan	nan	nan	100.869	21.709	100.453	40.2708	0	0	21.1293	-16000	0	14.7907	 85
DATA	1689783841	922792911	125	256	""	2023-07-19	12:24:01	nan	nan	nan	100.869	21.709	100.453	40.2714	0	0	21.1293	-16000	0	14.7907	 88
DATA	1689783842	922792911	129	256	""	2023-07-19	12:24:02	nan	nan	nan	100.87	21.709	100.453	40.2714	0	0	21.1293	-16000	0	14.7903	 34
DATA	1689783843	922792911	133	256	""	2023-07-19	12:24:03	nan	nan	nan	100.868	21.709	100.453	40.2717	0	0	21.1293	-16000	0	14.7899	103
DATA	1689783844	922792911	137	256	""	2023-07-19	12:24:04	nan	nan	nan	100.869	21.709	100.454	40.2721	0	0	21.1293	-16000	0	14.7711	 89
DATA	1689783845	922792911	141	256	""	2023-07-19	12:24:05	nan	nan	nan	100.869	21.7092	100.453	40.2721	0	0	21.1293	-16000	0	14.6122	130
DATA	1689783846	922792911	145	256	""	2023-07-19	12:24:06	nan	nan	nan	100.869	21.7124	100.454	40.2723	0	0	21.1301	-16000	0	14.6095	134
DATA	1689783847	922792911	149	256	""	2023-07-19	12:24:07	nan	nan	nan	100.87	21.7191	100.454	40.2729	0	0	21.1301	-16000	0	14.6075	 92
DATA	1689783848	922477960	153	256	""	2023-07-19	12:24:08	nan	nan	nan	100.871	21.7281	100.454	40.2729	0	0	21.1301	-16000	0	14.6055	140
DATA	1689783849	922477960	157	256	""	2023-07-19	12:24:09	nan	nan	nan	100.871	21.7393	100.454	40.2729	0	0	21.1302	-16000	0	14.604	 97
DATA	1689783850	922477960	161	256	""	2023-07-19	12:24:10	nan	nan	nan	100.871	21.7524	100.455	40.2737	0	0	21.1308	-16000	0	14.6032	127
DATA	1689783851	922477960	165	256	""	2023-07-19	12:24:11	nan	nan	nan	100.871	21.7675	100.454	40.2737	0	0	21.1315	-16000	0	14.6016	139
DATA	1689783852	922477960	169	256	""	2023-07-19	12:24:12	nan	nan	nan	100.871	21.7835	100.455	40.2737	0	0	21.1325	-16000	0	14.6004	142
DATA	1689783853	922477960	173	256	""	2023-07-19	12:24:13	nan	nan	nan	100.871	21.8003	100.455	40.274	0	0	21.1336	-16000	0	14.5997	 95
DATA	1689783854	922477960	177	256	""	2023-07-19	12:24:14	nan	nan	nan	100.871	21.8182	100.455	40.2744	0	0	21.135	-16000	0	14.5985	106
DATA	1689783855	922154903	181	256	""	2023-07-19	12:24:15	nan	nan	nan	100.871	21.8374	100.455	40.2744	0	0	21.1372	-16000	0	14.5973	144
DATA	1689783856	922154903	185	256	""	2023-07-19	12:24:16	nan	nan	nan	100.87	21.8578	100.455	40.2744	0	0	21.1393	-16000	0	14.5961	107
DATA	1689783857	922154903	189	256	""	2023-07-19	12:24:17	nan	nan	nan	100.871	21.8782	100.455	40.2752	0	0	21.1411	-16000	0	14.595	 99
DATA	1689783858	922154903	193	256	""	2023-07-19	12:24:18	nan	nan	nan	100.871	21.899	100.455	40.2752	0	0	21.1439	-16000	0	14.5938	113
DATA	1689783859	922154903	197	256	""	2023-07-19	12:24:19	nan	nan	nan	100.871	21.9199	100.456	40.2752	0	0	21.1473	-16000	0	14.593	112
DATA	1689783860	922154903	201	256	""	2023-07-19	12:24:20	nan	nan	nan	100.871	21.9411	100.456	40.276	0	0	21.151	-16000	0	14.5922	 13
DATA	1689783861	922154903	205	256	""	2023-07-19	12:24:21	nan	nan	nan	100.871	21.9612	100.456	40.276	0	0	21.1546	-16000	0	14.591	 28
DATA	1689783862	922154903	209	256	""	2023-07-19	12:24:22	nan	nan	nan	100.871	21.9819	100.455	40.276	0	0	21.1585	-16000	0	14.5902	 94
DATA	1689783863	921839952	213	256	""	2023-07-19	12:24:23	nan	nan	nan	100.871	22.0031	100.456	40.2767	0	0	21.1631	-16000	0	14.5895	141
DATA	1689783864	921839952	217	256	""	2023-07-19	12:24:24	nan	nan	nan	100.871	22.0249	100.457	40.2767	0	0	21.1674	-16000	0	14.5883	163
DATA	1689783865	921839952	221	256	""	2023-07-19	12:24:25	nan	nan	nan	100.872	22.0465	100.456	40.2767	0	0	21.1723	-16000	0	14.5879	160
DATA	1689783866	921839952	225	256	""	2023-07-19	12:24:26	nan	nan	nan	100.871	22.0676	100.457	40.2771	0	0	21.1778	-16000	0	14.5875	171
DATA	1689783867	921839952	229	256	""	2023-07-19	12:24:27	nan	nan	nan	100.873	22.0884	100.456	40.2775	0	0	21.1833	-16000	0	14.5867	176
DATA	1689783868	921839952	233	256	""	2023-07-19	12:24:28	nan	nan	nan	100.872	22.1093	100.456	40.2775	0	0	21.1883	-16000	0	14.5863	166
DATA	1689783869	921839952	237	256	""	2023-07-19	12:24:29	nan	nan	nan	100.873	22.13	100.456	40.2779	0	0	21.1943	-16000	0	14.5859	 74
DATA	1689783870	921514034	241	256	""	2023-07-19	12:24:30	nan	nan	nan	100.872	22.1494	100.457	40.2783	0	0	21.2002	-16000	0	14.5851	118
DATA	1689783871	921514034	245	256	""	2023-07-19	12:24:31	nan	nan	nan	100.872	22.1691	100.456	40.2783	0	0	21.2066	-16000	0	14.5844	134
DATA	1689783872	921514034	249	256	""	2023-07-19	12:24:32	nan	nan	nan	100.872	22.1894	100.457	40.2786	0	0	21.2124	-16000	0	14.5844	144
DATA	1689783873	921514034	253	256	""	2023-07-19	12:24:33	nan	nan	nan	100.871	22.2102	100.457	40.279	0	0	21.2192	-16000	0	14.5832	 72
DATA	1689783874	921514034	257	256	""	2023-07-19	12:24:34	nan	nan	nan	100.872	22.2298	100.457	40.279	0	0	21.2263	-16000	0	14.5824	 95
DATA	1689783875	921514034	261	256	""	2023-07-19	12:24:35	nan	nan	nan	100.873	22.2492	100.458	40.2792	0	0	21.2327	-16000	0	14.582	 89
DATA	1689783876	921514034	265	256	""	2023-07-19	12:24:36	nan	nan	nan	100.872	22.2685	100.458	40.2798	0	0	21.2398	-16000	0	14.5808	166
DATA	1689783877	921514034	269	256	""	2023-07-19	12:24:37	nan	nan	nan	100.872	22.2879	100.457	40.2798	0	0	21.2474	-16000	0	14.5804	167
DATA	1689783878	921200990	273	256	""	2023-07-19	12:24:38	nan	nan	nan	100.872	22.3059	100.457	40.2798	0	0	21.2545	-16000	0	14.5797	168
DATA	1689783879	921200990	277	256	""	2023-07-19	12:24:39	nan	nan	nan	100.872	22.3238	100.457	40.2802	0	0	21.2614	-16000	0	14.5789	157
DATA	1689783880	921200990	281	256	""	2023-07-19	12:24:40	nan	nan	nan	100.873	22.3425	100.457	40.2806	0	0	21.2692	-16000	0	14.5785	141
DATA	1689783881	921200990	285	256	""	2023-07-19	12:24:41	nan	nan	nan	100.872	22.361	100.458	40.2806	0	0	21.277	-16000	0	14.5785	 44
DATA	1689783882	921200990	289	256	""	2023-07-19	12:24:42	nan	nan	nan	100.873	22.379	100.457	40.2809	0	0	21.2848	-16000	0	14.5777	117
DATA	1689783883	921200990	293	256	""	2023-07-19	12:24:43	nan	nan	nan	100.873	22.3975	100.457	40.2813	0	0	21.2933	-16000	0	14.5773	153
DATA	1689783884	921200990	297	256	""	2023-07-19	12:24:44	nan	nan	nan	100.872	22.4153	100.458	40.2813	0	0	21.3015	-16000	0	14.5773	140
DATA	1689783885	920872926	301	256	""	2023-07-19	12:24:45	nan	nan	nan	100.873	22.4328	100.457	40.2817	0	0	21.3103	-16000	0	14.5765	148
DATA	1689783886	920872926	305	256	""	2023-07-19	12:24:46	nan	nan	nan	100.872	22.4499	100.457	40.2821	0	0	21.3188	-16000	0	14.5765	170
DATA	1689783887	920872926	309	256	""	2023-07-19	12:24:47	nan	nan	nan	100.872	22.4665	100.458	40.2821	0	0	21.3263	-16000	0	14.5757	167
DATA	1689783888	920872926	313	256	""	2023-07-19	12:24:48	nan	nan	nan	100.873	22.4829	100.458	40.2823	0	0	21.3344	-16000	0	14.5757	169
DATA	1689783889	920872926	317	256	""	2023-07-19	12:24:49	nan	nan	nan	100.872	22.4995	100.458	40.2829	0	0	21.3435	-16000	0	14.5749	186
DATA	1689783890	920872926	321	256	""	2023-07-19	12:24:50	nan	nan	nan	100.873	22.5164	100.458	40.2829	0	0	21.3516	-16000	0	14.5746	152
DATA	1689783891	920872926	325	256	""	2023-07-19	12:24:51	nan	nan	nan	100.873	22.5328	100.458	40.2829	0	0	21.3608	-16000	0	14.5738	163
DATA	1689783892	920872926	329	256	""	2023-07-19	12:24:52	nan	nan	nan	100.872	22.549	100.458	40.2834	0	0	21.3693	-16000	0	14.573	 64
DATA	1689783893	920550107	333	256	""	2023-07-19	12:24:53	nan	nan	nan	100.873	22.5661	100.458	40.2836	0	0	21.3782	-16000	0	14.573	 95
DATA	1689783894	920550107	337	256	""	2023-07-19	12:24:54	nan	nan	nan	100.873	22.5821	100.459	40.2836	0	0	21.3872	-16000	0	14.5718	154
DATA	1689783895	920550107	341	256	""	2023-07-19	12:24:55	nan	nan	nan	100.873	22.5978	100.458	40.2844	0	0	21.3955	-16000	0	14.571	108
DATA	1689783896	920550107	345	256	""	2023-07-19	12:24:56	nan	nan	nan	100.872	22.6126	100.459	40.2844	0	0	21.4047	-16000	0	14.5706	146
DATA	1689783897	920550107	349	256	""	2023-07-19	12:24:57	nan	nan	nan	100.873	22.6283	100.459	40.2844	0	0	21.4137	-16000	0	14.5706	157
DATA	1689783898	920550107	353	256	""	2023-07-19	12:24:58	nan	nan	nan	100.873	22.644	100.459	40.2851	0	0	21.4228	-16000	0	14.5706	100
DATA	1689783899	920550107	357	256	""	2023-07-19	12:24:59	nan	nan	nan	100.873	22.6591	100.459	40.2851	0	0	21.4325	-16000	0	14.5698	169
DATA	1689783900	920226097	361	256	""	2023-07-19	12:25:00	nan	nan	nan	100.872	22.6742	100.459	40.2851	0	0	21.4415	-16000	0	14.5695	136
DATA	1689783901	920226097	365	256	""	2023-07-19	12:25:01	nan	nan	nan	100.873	22.6894	100.459	40.2857	0	0	21.4513	-16000	0	14.5695	156
DATA	1689783902	920226097	369	256	""	2023-07-19	12:25:02	nan	nan	nan	100.873	22.7045	100.458	40.2859	0	0	21.4603	-16000	0	14.5691	148
DATA	1689783903	920226097	373	256	""	2023-07-19	12:25:03	nan	nan	nan	100.873	22.7191	100.458	40.2859	0	0	21.47	-16000	0	14.5687	 54
DATA	1689783904	920226097	377	256	""	2023-07-19	12:25:04	nan	nan	nan	100.873	22.7329	100.458	40.2863	0	0	21.479	-16000	0	14.5691	110
DATA	1689783905	920226097	381	256	""	2023-07-19	12:25:05	nan	nan	nan	100.873	22.7482	100.458	40.2867	0	0	21.4891	-16000	0	14.5683	162
DATA	1689783906	920226097	385	256	""	2023-07-19	12:25:06	nan	nan	nan	100.873	22.7626	100.458	40.2867	0	0	21.4992	-16000	0	14.5679	175
DATA	1689783907	920226097	389	256	""	2023-07-19	12:25:07	nan	nan	nan	100.873	22.7772	100.458	40.2867	0	0	21.5084	-16000	0	14.5671	168
DATA	1689783908	919909954	393	256	""	2023-07-19	12:25:08	nan	nan	nan	100.872	22.7913	100.458	40.2867	0	0	21.5184	-16000	0	14.5671	180
DATA	1689783909	919909954	397	256	""	2023-07-19	12:25:09	nan	nan	nan	100.873	22.8057	100.458	40.2867	0	0	21.5278	-16000	0	14.5667	196
DATA	1689783910	919909954	401	256	""	2023-07-19	12:25:10	nan	nan	nan	100.873	22.8198	100.458	40.2867	0	0	21.5377	-16000	0	14.5663	168
DATA	1689783911	919909954	405	256	""	2023-07-19	12:25:11	nan	nan	nan	100.873	22.8334	100.459	40.2873	0	0	21.5478	-16000	0	14.5655	167
DATA	1689783912	919909954	409	256	""	2023-07-19	12:25:12	nan	nan	nan	100.874	22.8469	100.459	40.2874	0	0	21.5569	-16000	0	14.5647	186
DATA	1689783913	919909954	413	256	""	2023-07-19	12:25:13	nan	nan	nan	100.874	22.8603	100.46	40.2874	0	0	21.5667	-16000	0	14.5644	113
DATA	1689783914	919909954	417	256	""	2023-07-19	12:25:14	nan	nan	nan	100.874	22.8738	100.459	40.2874	0	0	21.576	-16000	0	14.5644	130
DATA	1689783915	919581890	421	256	""	2023-07-19	12:25:15	nan	nan	nan	100.873	22.8876	100.459	40.2882	0	0	21.5864	-16000	0	14.5632	173
DATA	1689783916	919581890	425	256	""	2023-07-19	12:25:16	nan	nan	nan	100.873	22.9008	100.46	40.2882	0	0	21.596	-16000	0	14.5636	 64
DATA	1689783917	919581890	429	256	""	2023-07-19	12:25:17	nan	nan	nan	100.873	22.915	100.46	40.2882	0	0	21.6062	-16000	0	14.5636	 62
DATA	1689783918	919581890	433	256	""	2023-07-19	12:25:18	nan	nan	nan	100.873	22.9289	100.46	40.2886	0	0	21.6163	-16000	0	14.5632	122
DATA	1689783919	919581890	437	256	""	2023-07-19	12:25:19	nan	nan	nan	100.873	22.9419	100.459	40.289	0	0	21.6261	-16000	0	14.5628	130
DATA	1689783920	919581890	441	256	""	2023-07-19	12:25:20	nan	nan	nan	100.873	22.9554	100.46	40.289	0	0	21.6364	-16000	0	14.5628	 57
DATA	1689783921	919581890	445	256	""	2023-07-19	12:25:21	nan	nan	nan	100.874	22.9672	100.46	40.2894	0	0	21.6452	-16000	0	14.5628	115
DATA	1689783922	919581890	449	256	""	2023-07-19	12:25:22	nan	nan	nan	100.873	22.9806	100.46	40.2897	0	0	21.6558	-16000	0	14.5624	125
DATA	1689783923	919254064	453	256	""	2023-07-19	12:25:23	nan	nan	nan	100.873	22.9934	100.46	40.2897	0	0	21.6664	-16000	0	14.5624	112
DATA	1689783924	919254064	457	256	""	2023-07-19	12:25:24	nan	nan	nan	100.874	23.0062	100.46	40.2897	0	0	21.6769	-16000	0	14.5616	110
DATA	1689783925	919254064	461	256	""	2023-07-19	12:25:25	nan	nan	nan	100.874	23.0192	100.46	40.2905	0	0	21.6866	-16000	0	14.5608	100
DATA	1689783926	919254064	465	256	""	2023-07-19	12:25:26	nan	nan	nan	100.873	23.0319	100.46	40.2905	0	0	21.697	-16000	0	14.5604	 50
DATA	1689783927	919254064	469	256	""	2023-07-19	12:25:27	nan	nan	nan	100.874	23.0447	100.46	40.2907	0	0	21.7071	-16000	0	14.5604	102
DATA	1689783928	919254064	473	256	""	2023-07-19	12:25:28	nan	nan	nan	100.874	23.0572	100.46	40.2913	0	0	21.7175	-16000	0	14.56	  0
DATA	1689783929	919254064	477	256	""	2023-07-19	12:25:29	nan	nan	nan	100.874	23.0693	100.461	40.2913	0	0	21.7275	-16000	0	14.5593	167
DATA	1689783930	918930053	481	256	""	2023-07-19	12:25:30	nan	nan	nan	100.873	23.0814	100.461	40.2913	0	0	21.737	-16000	0	14.5589	 91
DATA	1689783931	918930053	485	256	""	2023-07-19	12:25:31	nan	nan	nan	100.873	23.0944	100.461	40.2919	0	0	21.7478	-16000	0	14.5585	160
DATA	1689783932	918930053	489	256	""	2023-07-19	12:25:32	nan	nan	nan	100.873	23.1071	100.462	40.292	0	0	21.7575	-16000	0	14.5585	101
DATA	1689783933	918930053	493	256	""	2023-07-19	12:25:33	nan	nan	nan	100.873	23.1194	100.461	40.292	0	0	21.7684	-16000	0	14.5581	100
DATA	1689783934	918930053	497	256	""	2023-07-19	12:25:34	nan	nan	nan	100.873	23.132	100.462	40.2926	0	0	21.7781	-16000	0	14.5581	102
DATA	1689783935	918930053	501	256	""	2023-07-19	12:25:35	nan	nan	nan	100.874	23.1438	100.462	40.2928	0	0	21.7888	-16000	0	14.5581	159
DATA	1689783936	918930053	505	256	""	2023-07-19	12:25:36	nan	nan	nan	100.874	23.1561	100.461	40.2928	0	0	21.7989	-16000	0	14.5577	168
DATA	1689783937	918930053	509	256	""	2023-07-19	12:25:37	nan	nan	nan	100.873	23.168	100.462	40.2934	0	0	21.8094	-16000	0	14.5573	109
DATA	1689783938	918608903	513	256	""	2023-07-19	12:25:38	nan	nan	nan	100.874	23.1794	100.462	40.2936	0	0	21.8189	-16000	0	14.5573	174
DATA	1689783939	918608903	517	256	""	2023-07-19	12:25:39	nan	nan	nan	100.874	23.1912	100.462	40.2936	0	0	21.8291	-16000	0	14.5569	171
DATA	1689783940	918608903	521	256	""	2023-07-19	12:25:40	nan	nan	nan	100.874	23.2033	100.461	40.2938	0	0	21.84	-16000	0	14.5565	 38
DATA	1689783941	918608903	525	256	""	2023-07-19	12:25:41	nan	nan	nan	100.874	23.2154	100.462	40.2943	0	0	21.851	-16000	0	14.5561	 91
DATA	1689783942	918608903	529	256	""	2023-07-19	12:25:42	nan	nan	nan	100.874	23.227	100.462	40.2943	0	0	21.8613	-16000	0	14.5557	105
DATA	1689783943	918608903	533	256	""	2023-07-19	12:25:43	nan	nan	nan	100.873	23.2389	100.462	40.2945	0	0	21.8715	-16000	0	14.5553	161
DATA	1689783944	918608903	537	256	""	2023-07-19	12:25:44	nan	nan	nan	100.874	23.2508	100.463	40.2951	0	0	21.8823	-16000	0	14.5549	164
DATA	1689783945	918277978	541	256	""	2023-07-19	12:25:45	nan	nan	nan	100.873	23.2624	100.463	40.2951	0	0	21.8925	-16000	0	14.5542	169
DATA	1689783946	918277978	545	256	""	2023-07-19	12:25:46	nan	nan	nan	100.874	23.2738	100.464	40.2955	0	0	21.9023	-16000	0	14.5534	178
DATA	1689783947	918277978	549	256	""	2023-07-19	12:25:47	nan	nan	nan	100.875	23.2859	100.464	40.2959	0	0	21.9123	-16000	0	14.553	142
DATA	1689783948	918277978	553	256	""	2023-07-19	12:25:48	nan	nan	nan	100.874	23.2973	100.464	40.2959	0	0	21.9232	-16000	0	14.5534	188
DATA	1689783949	918277978	557	256	""	2023-07-19	12:25:49	nan	nan	nan	100.874	23.3091	100.464	40.2959	0	0	21.9336	-16000	0	14.5534	191
DATA	1689783950	918277978	561	256	""	2023-07-19	12:25:50	nan	nan	nan	100.875	23.3203	100.464	40.2966	0	0	21.944	-16000	0	14.5526	113
DATA	1689783951	918277978	565	256	""	2023-07-19	12:25:51	nan	nan	nan	100.875	23.3324	100.465	40.2966	0	0	21.9545	-16000	0	14.5526	178
DATA	1689783952	918277978	569	256	""	2023-07-19	12:25:52	nan	nan	nan	100.874	23.3434	100.465	40.2968	0	0	21.9649	-16000	0	14.5522	188
DATA	1689783953	917958974	573	256	""	2023-07-19	12:25:53	nan	nan	nan	100.874	23.3552	100.465	40.2974	0	0	21.9754	-16000	0	14.5522	181
DATA	1689783954	917958974	577	256	""	2023-07-19	12:25:54	nan	nan	nan	100.874	23.3662	100.465	40.2974	0	0	21.9859	-16000	0	14.5518	200
DATA	1689783955	917958974	581	256	""	2023-07-19	12:25:55	nan	nan	nan	100.875	23.3768	100.465	40.2976	0	0	21.9956	-16000	0	14.5522	200
DATA	1689783956	917958974	585	256	""	2023-07-19	12:25:56	nan	nan	nan	100.873	23.388	100.466	40.2982	0	0	22.0058	-16000	0	14.5514	135
DATA	1689783957	917958974	589	256	""	2023-07-19	12:25:57	nan	nan	nan	100.875	23.3996	100.465	40.2982	0	0	22.0168	-16000	0	14.5514	200
DATA	1689783958	917958974	593	256	""	2023-07-19	12:25:58	nan	nan	nan	100.875	23.4106	100.466	40.2984	0	0	22.0277	-16000	0	14.551	133
DATA	1689783959	917958974	597	256	""	2023-07-19	12:25:59	nan	nan	nan	100.876	23.4222	100.466	40.2989	0	0	22.0386	-16000	0	14.5502	194
DATA	1689783960	917623043	601	256	""	2023-07-19	12:26:00	nan	nan	nan	100.875	23.433	100.466	40.2989	0	0	22.0488	-16000	0	14.5498	103
DATA	1689783961	917623043	605	256	""	2023-07-19	12:26:01	nan	nan	nan	100.876	23.4446	100.465	40.2989	0	0	22.0597	-16000	0	14.5494	162
DATA	1689783962	917623043	609	256	""	2023-07-19	12:26:02	nan	nan	nan	100.875	23.4563	100.467	40.2997	0	0	22.07	-16000	0	14.5491	 55
DATA	1689783963	917623043	613	256	""	2023-07-19	12:26:03	nan	nan	nan	100.874	23.4667	100.467	40.2997	0	0	22.0798	-16000	0	14.5487	174
DATA	1689783964	917623043	617	256	""	2023-07-19	12:26:04	nan	nan	nan	100.875	23.4777	100.466	40.2997	0	0	22.0904	-16000	0	14.5487	171
DATA	1689783965	917623043	621	256	""	2023-07-19	12:26:05	nan	nan	nan	100.875	23.4887	100.467	40.3005	0	0	22.1009	-16000	0	14.5483	145
DATA	1689783966	917623043	625	256	""	2023-07-19	12:26:06	nan	nan	nan	100.876	23.4999	100.467	40.3005	0	0	22.1114	-16000	0	14.5475	154
DATA	1689783967	917623043	629	256	""	2023-07-19	12:26:07	nan	nan	nan	100.876	23.5108	100.467	40.3005	0	0	22.1217	-16000	0	14.5479	151
DATA	1689783968	917296886	633	256	""	2023-07-19	12:26:08	nan	nan	nan	100.875	23.5218	100.467	40.3012	0	0	22.1323	-16000	0	14.5479	166
DATA	1689783969	917296886	637	256	""	2023-07-19	12:26:09	nan	nan	nan	100.875	23.5328	100.467	40.3012	0	0	22.1428	-16000	0	14.5475	176
DATA	1689783970	917296886	641	256	""	2023-07-19	12:26:10	nan	nan	nan	100.876	23.5435	100.468	40.3012	0	0	22.1535	-16000	0	14.5475	155
DATA	1689783971	917296886	645	256	""	2023-07-19	12:26:11	nan	nan	nan	100.876	23.5549	100.468	40.302	0	0	22.1638	-16000	0	14.5467	123
DATA	1689783972	917296886	649	256	""	2023-07-19	12:26:12	nan	nan	nan	100.876	23.5645	100.468	40.302	0	0	22.174	-16000	0	14.5471	 67
DATA	1689783973	917296886	653	256	""	2023-07-19	12:26:13	nan	nan	nan	100.876	23.5756	100.468	40.302	0	0	22.1838	-16000	0	14.5467	128
DATA	1689783974	917296886	657	256	""	2023-07-19	12:26:14	nan	nan	nan	100.876	23.5862	100.468	40.3026	0	0	22.195	-16000	0	14.5463	129
DATA	1689783975	916966915	661	256	""	2023-07-19	12:26:15	nan	nan	nan	100.876	23.5974	100.469	40.3028	0	0	22.206	-16000	0	14.5463	122
DATA	1689783976	916966915	665	256	""	2023-07-19	12:26:16	nan	nan	nan	100.876	23.6078	100.469	40.3028	0	0	22.2167	-16000	0	14.5455	181
DATA	1689783977	916966915	669	256	""	2023-07-19	12:26:17	nan	nan	nan	100.876	23.6191	100.469	40.3033	0	0	22.2272	-16000	0	14.5447	177
