Model:	LI-7810
SN:	TG10-01563
Software Version:	2.3.8
Timestamp:	2023-07-19 12:23:33
Timezone:	US/Eastern
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1689785298	856342077	5953	256	""	2023-07-19	12:48:18	nan	nan	nan	101.005	35.502	100.769	40.4674	0	0	34.1953	-16000	0	14.3203	160
DATA	1689785299	856342077	5957	256	""	2023-07-19	12:48:19	nan	nan	nan	101.005	35.5096	100.769	40.4674	0	0	34.2029	-16000	0	14.3203	222
DATA	1689785300	856342077	5961	256	""	2023-07-19	12:48:20	nan	nan	nan	101.005	35.518	100.769	40.4674	0	0	34.2113	-16000	0	14.3199	146
DATA	1689785301	856342077	5965	256	""	2023-07-19	12:48:21	nan	nan	nan	101.004	35.5256	100.77	40.4674	0	0	34.2192	-16000	0	14.3203	140
DATA	1689785302	856342077	5969	256	""	2023-07-19	12:48:22	nan	nan	nan	101.005	35.5338	100.769	40.4674	0	0	34.2271	-16000	0	14.3199	216
DATA	1689785303	855983972	5973	256	""	2023-07-19	12:48:23	nan	nan	nan	101.005	35.5419	100.77	40.4674	0	0	34.2354	-16000	0	14.3203	159
DATA	1689785304	855983972	5977	256	""	2023-07-19	12:48:24	nan	nan	nan	101.005	35.5499	100.77	40.4674	0	0	34.243	-16000	0	14.3203	120
DATA	1689785305	855983972	5981	256	""	2023-07-19	12:48:25	nan	nan	nan	101.005	35.5581	100.77	40.4674	0	0	34.2514	-16000	0	14.3203	160
DATA	1689785306	855983972	5985	256	""	2023-07-19	12:48:26	nan	nan	nan	101.004	35.5659	100.77	40.4674	0	0	34.2595	-16000	0	14.3203	180
DATA	1689785307	855983972	5989	256	""	2023-07-19	12:48:27	nan	nan	nan	101.005	35.5735	100.77	40.4674	0	0	34.2666	-16000	0	14.3199	195
DATA	1689785308	855983972	5993	256	""	2023-07-19	12:48:28	nan	nan	nan	101.005	35.5819	100.771	40.4674	0	0	34.2748	-16000	0	14.3203	231
DATA	1689785309	855983972	5997	256	""	2023-07-19	12:48:29	nan	nan	nan	101.006	35.5896	100.771	40.4674	0	0	34.2832	-16000	0	14.3199	251
DATA	1689785310	855638027	6001	256	""	2023-07-19	12:48:30	nan	nan	nan	101.005	35.5981	100.77	40.4674	0	0	34.2916	-16000	0	14.3191	140
DATA	1689785311	855638027	6005	256	""	2023-07-19	12:48:31	nan	nan	nan	101.005	35.6063	100.772	40.4674	0	0	34.2995	-16000	0	14.3191	195
DATA	1689785312	855638027	6009	256	""	2023-07-19	12:48:32	nan	nan	nan	101.005	35.6147	100.772	40.4674	0	0	34.3075	-16000	0	14.3188	200
DATA	1689785313	855638027	6013	256	""	2023-07-19	12:48:33	nan	nan	nan	101.005	35.623	100.771	40.4674	0	0	34.3159	-16000	0	14.3188	144
DATA	1689785314	855638027	6017	256	""	2023-07-19	12:48:34	nan	nan	nan	101.005	35.6307	100.771	40.4674	0	0	34.3235	-16000	0	14.3184	194
DATA	1689785315	855638027	6021	256	""	2023-07-19	12:48:35	nan	nan	nan	101.006	35.6388	100.772	40.4674	0	0	34.3312	-16000	0	14.318	146
DATA	1689785316	855638027	6025	256	""	2023-07-19	12:48:36	nan	nan	nan	101.007	35.6464	100.772	40.4674	0	0	34.3393	-16000	0	14.318	157
DATA	1689785317	855638027	6029	256	""	2023-07-19	12:48:37	nan	nan	nan	101.006	35.6545	100.772	40.4674	0	0	34.3468	-16000	0	14.318	165
DATA	1689785318	855276107	6033	256	""	2023-07-19	12:48:38	nan	nan	nan	101.005	35.6629	100.772	40.4674	0	0	34.3552	-16000	0	14.318	155
DATA	1689785319	855276107	6037	256	""	2023-07-19	12:48:39	nan	nan	nan	101.006	35.6702	100.773	40.4674	0	0	34.3629	-16000	0	14.318	160
DATA	1689785320	855276107	6041	256	""	2023-07-19	12:48:40	nan	nan	nan	101.006	35.6784	100.772	40.4674	0	0	34.371	-16000	0	14.3184	143
DATA	1689785321	855276107	6045	256	""	2023-07-19	12:48:41	nan	nan	nan	101.006	35.6864	100.774	40.4674	0	0	34.3793	-16000	0	14.3184	209
DATA	1689785322	855276107	6049	256	""	2023-07-19	12:48:42	nan	nan	nan	101.006	35.6944	100.773	40.4674	0	0	34.3867	-16000	0	14.318	163
DATA	1689785323	855276107	6053	256	""	2023-07-19	12:48:43	nan	nan	nan	101.007	35.7027	100.773	40.4674	0	0	34.3949	-16000	0	14.318	155
DATA	1689785324	855276107	6057	256	""	2023-07-19	12:48:44	nan	nan	nan	101.007	35.71	100.773	40.4674	0	0	34.4025	-16000	0	14.318	 43
DATA	1689785325	854938983	6061	256	""	2023-07-19	12:48:45	nan	nan	nan	101.007	35.7181	100.773	40.4674	0	0	34.4103	-16000	0	14.3176	211
DATA	1689785326	854938983	6065	256	""	2023-07-19	12:48:46	nan	nan	nan	101.007	35.7263	100.774	40.4674	0	0	34.4187	-16000	0	14.3176	231
DATA	1689785327	854938983	6069	256	""	2023-07-19	12:48:47	nan	nan	nan	101.006	35.7339	100.773	40.4674	0	0	34.4263	-16000	0	14.3176	234
DATA	1689785328	854938983	6073	256	""	2023-07-19	12:48:48	nan	nan	nan	101.007	35.7423	100.773	40.4674	0	0	34.4344	-16000	0	14.3172	222
DATA	1689785329	854938983	6077	256	""	2023-07-19	12:48:49	nan	nan	nan	101.006	35.7501	100.775	40.4674	0	0	34.4428	-16000	0	14.3172	229
DATA	1689785330	854938983	6081	256	""	2023-07-19	12:48:50	nan	nan	nan	101.007	35.7583	100.774	40.4674	0	0	34.451	-16000	0	14.3172	162
DATA	1689785331	854938983	6085	256	""	2023-07-19	12:48:51	nan	nan	nan	101.007	35.7666	100.775	40.4674	0	0	34.4595	-16000	0	14.3168	237
DATA	1689785332	854938983	6089	256	""	2023-07-19	12:48:52	nan	nan	nan	101.008	35.7747	100.775	40.4674	0	0	34.4669	-16000	0	14.3164	242
DATA	1689785333	854577064	6093	256	""	2023-07-19	12:48:53	nan	nan	nan	101.007	35.7828	100.774	40.4674	0	0	34.4747	-16000	0	14.3164	223
DATA	1689785334	854577064	6097	256	""	2023-07-19	12:48:54	nan	nan	nan	101.007	35.7905	100.775	40.4674	0	0	34.4829	-16000	0	14.3164	227
DATA	1689785335	854577064	6101	256	""	2023-07-19	12:48:55	nan	nan	nan	101.008	35.7985	100.775	40.4674	0	0	34.4907	-16000	0	14.316	169
DATA	1689785336	854577064	6105	256	""	2023-07-19	12:48:56	nan	nan	nan	101.008	35.8069	100.774	40.4674	0	0	34.4989	-16000	0	14.3164	230
DATA	1689785337	854577064	6109	256	""	2023-07-19	12:48:57	nan	nan	nan	101.008	35.8145	100.777	40.4674	0	0	34.5067	-16000	0	14.3156	223
DATA	1689785338	854577064	6113	256	""	2023-07-19	12:48:58	nan	nan	nan	101.008	35.8229	100.777	40.4674	0	0	34.5146	-16000	0	14.3156	221
DATA	1689785339	854577064	6117	256	""	2023-07-19	12:48:59	nan	nan	nan	101.008	35.831	100.777	40.4674	0	0	34.523	-16000	0	14.316	 63
DATA	1689785340	854224920	6121	256	""	2023-07-19	12:49:00	nan	nan	nan	101.008	35.8389	100.777	40.4674	0	0	34.5306	-16000	0	14.316	143
DATA	1689785341	854224920	6125	256	""	2023-07-19	12:49:01	nan	nan	nan	101.009	35.8465	100.777	40.4674	0	0	34.538	-16000	0	14.316	 99
DATA	1689785342	854224920	6129	256	""	2023-07-19	12:49:02	nan	nan	nan	101.008	35.8543	100.777	40.4674	0	0	34.5461	-16000	0	14.316	149
DATA	1689785343	854224920	6133	256	""	2023-07-19	12:49:03	nan	nan	nan	101.009	35.8622	100.779	40.4674	0	0	34.5539	-16000	0	14.316	153
DATA	1689785344	854224920	6137	256	""	2023-07-19	12:49:04	nan	nan	nan	101.007	35.8703	100.778	40.4674	0	0	34.562	-16000	0	14.3156	152
DATA	1689785345	854224920	6141	256	""	2023-07-19	12:49:05	nan	nan	nan	101.008	35.8782	100.778	40.4674	0	0	34.5699	-16000	0	14.3156	221
DATA	1689785346	854224920	6145	256	""	2023-07-19	12:49:06	nan	nan	nan	101.009	35.8865	100.778	40.4674	0	0	34.578	-16000	0	14.3156	173
DATA	1689785347	854224920	6149	256	""	2023-07-19	12:49:07	nan	nan	nan	101.009	35.8945	100.779	40.4674	0	0	34.5862	-16000	0	14.3148	229
DATA	1689785348	853877067	6153	256	""	2023-07-19	12:49:08	nan	nan	nan	101.009	35.9025	100.778	40.4674	0	0	34.5936	-16000	0	14.3148	232
DATA	1689785349	853877067	6157	256	""	2023-07-19	12:49:09	nan	nan	nan	101.009	35.9101	100.779	40.4674	0	0	34.6012	-16000	0	14.314	164
DATA	1689785350	853877067	6161	256	""	2023-07-19	12:49:10	nan	nan	nan	101.01	35.9175	100.78	40.4674	0	0	34.6097	-16000	0	14.314	 55
DATA	1689785351	853877067	6165	256	""	2023-07-19	12:49:11	nan	nan	nan	101.01	35.9259	100.78	40.4674	0	0	34.6177	-16000	0	14.3136	116
DATA	1689785352	853877067	6169	256	""	2023-07-19	12:49:12	nan	nan	nan	101.01	35.9343	100.78	40.4674	0	0	34.6261	-16000	0	14.3136	110
DATA	1689785353	853877067	6173	256	""	2023-07-19	12:49:13	nan	nan	nan	101.01	35.9428	100.78	40.4674	0	0	34.6336	-16000	0	14.314	 61
DATA	1689785354	853877067	6177	256	""	2023-07-19	12:49:14	nan	nan	nan	101.01	35.9508	100.781	40.4674	0	0	34.642	-16000	0	14.314	 61
DATA	1689785355	853522062	6181	256	""	2023-07-19	12:49:15	nan	nan	nan	101.01	35.9584	100.78	40.4674	0	0	34.6499	-16000	0	14.314	 59
DATA	1689785356	853522062	6185	256	""	2023-07-19	12:49:16	nan	nan	nan	101.011	35.9667	100.78	40.4674	0	0	34.6575	-16000	0	14.3136	164
DATA	1689785357	853522062	6189	256	""	2023-07-19	12:49:17	nan	nan	nan	101.011	35.975	100.78	40.4674	0	0	34.6659	-16000	0	14.314	 65
DATA	1689785358	853522062	6193	256	""	2023-07-19	12:49:18	nan	nan	nan	101.01	35.9819	100.781	40.4674	0	0	34.673	-16000	0	14.314	 58
DATA	1689785359	853522062	6197	256	""	2023-07-19	12:49:19	nan	nan	nan	101.011	35.9903	100.782	40.4674	0	0	34.6809	-16000	0	14.314	163
DATA	1689785360	853522062	6201	256	""	2023-07-19	12:49:20	nan	nan	nan	101.011	35.9981	100.781	40.4674	0	0	34.6892	-16000	0	14.3133	190
DATA	1689785361	853522062	6205	256	""	2023-07-19	12:49:21	nan	nan	nan	101.01	36.006	100.781	40.4674	0	0	34.6966	-16000	0	14.3136	 84
DATA	1689785362	853522062	6209	256	""	2023-07-19	12:49:22	nan	nan	nan	101.011	36.0144	100.782	40.4674	0	0	34.7049	-16000	0	14.3129	186
DATA	1689785363	853168964	6213	256	""	2023-07-19	12:49:23	nan	nan	nan	101.011	36.0219	100.782	40.4674	0	0	34.713	-16000	0	14.3125	142
DATA	1689785364	853168964	6217	256	""	2023-07-19	12:49:24	nan	nan	nan	101.011	36.0303	100.783	40.4674	0	0	34.7206	-16000	0	14.3125	195
DATA	1689785365	853168964	6221	256	""	2023-07-19	12:49:25	nan	nan	nan	101.012	36.0384	100.782	40.4674	0	0	34.7288	-16000	0	14.3121	207
DATA	1689785366	853168964	6225	256	""	2023-07-19	12:49:26	nan	nan	nan	101.011	36.0453	100.782	40.4674	0	0	34.7359	-16000	0	14.3117	213
DATA	1689785367	853168964	6229	256	""	2023-07-19	12:49:27	nan	nan	nan	101.012	36.0537	100.783	40.4674	0	0	34.7442	-16000	0	14.3117	217
DATA	1689785368	853168964	6233	256	""	2023-07-19	12:49:28	nan	nan	nan	101.012	36.0614	100.784	40.4674	0	0	34.7522	-16000	0	14.3117	210
DATA	1689785369	853168964	6237	256	""	2023-07-19	12:49:29	nan	nan	nan	101.012	36.0696	100.783	40.4674	0	0	34.7597	-16000	0	14.3121	232
DATA	1689785370	852818012	6241	256	""	2023-07-19	12:49:30	nan	nan	nan	101.011	36.078	100.785	40.4674	0	0	34.7681	-16000	0	14.3117	142
DATA	1689785371	852818012	6245	256	""	2023-07-19	12:49:31	nan	nan	nan	101.012	36.0853	100.784	40.4674	0	0	34.7762	-16000	0	14.3117	197
DATA	1689785372	852818012	6249	256	""	2023-07-19	12:49:32	nan	nan	nan	101.012	36.0936	100.784	40.4674	0	0	34.7844	-16000	0	14.3117	206
DATA	1689785373	852818012	6253	256	""	2023-07-19	12:49:33	nan	nan	nan	101.012	36.102	100.784	40.4674	0	0	34.7927	-16000	0	14.3121	137
DATA	1689785374	852818012	6257	256	""	2023-07-19	12:49:34	nan	nan	nan	101.012	36.1101	100.785	40.4674	0	0	34.7999	-16000	0	14.3125	205
DATA	1689785375	852818012	6261	256	""	2023-07-19	12:49:35	nan	nan	nan	101.012	36.118	100.784	40.4674	0	0	34.8077	-16000	0	14.3125	148
DATA	1689785376	852818012	6265	256	""	2023-07-19	12:49:36	nan	nan	nan	101.012	36.1253	100.785	40.4674	0	0	34.8158	-16000	0	14.3117	205
DATA	1689785377	852818012	6269	256	""	2023-07-19	12:49:37	nan	nan	nan	101.013	36.1338	100.786	40.4674	0	0	34.8235	-16000	0	14.3113	209
DATA	1689785378	852471113	6273	256	""	2023-07-19	12:49:38	nan	nan	nan	101.012	36.1418	100.786	40.4674	0	0	34.8318	-16000	0	14.3113	203
DATA	1689785379	852471113	6277	256	""	2023-07-19	12:49:39	nan	nan	nan	101.013	36.1497	100.786	40.4674	0	0	34.8394	-16000	0	14.3109	226
DATA	1689785380	852471113	6281	256	""	2023-07-19	12:49:40	nan	nan	nan	101.012	36.1578	100.786	40.4674	0	0	34.8475	-16000	0	14.3109	204
DATA	1689785381	852471113	6285	256	""	2023-07-19	12:49:41	nan	nan	nan	101.013	36.1656	100.787	40.4674	0	0	34.8557	-16000	0	14.3105	206
DATA	1689785382	852471113	6289	256	""	2023-07-19	12:49:42	nan	nan	nan	101.013	36.1738	100.787	40.4674	0	0	34.8632	-16000	0	14.3101	203
DATA	1689785383	852471113	6293	256	""	2023-07-19	12:49:43	nan	nan	nan	101.013	36.1811	100.787	40.4674	0	0	34.8706	-16000	0	14.3101	194
DATA	1689785384	852471113	6297	256	""	2023-07-19	12:49:44	nan	nan	nan	101.013	36.1887	100.788	40.4674	0	0	34.8785	-16000	0	14.3101	221
DATA	1689785385	852114915	6301	256	""	2023-07-19	12:49:45	nan	nan	nan	101.013	36.1971	100.787	40.4674	0	0	34.8864	-16000	0	14.3101	204
DATA	1689785386	852114915	6305	256	""	2023-07-19	12:49:46	nan	nan	nan	101.013	36.2047	100.788	40.4674	0	0	34.8945	-16000	0	14.3097	220
DATA	1689785387	852114915	6309	256	""	2023-07-19	12:49:47	nan	nan	nan	101.012	36.2127	100.788	40.4674	0	0	34.9021	-16000	0	14.3097	210
DATA	1689785388	852114915	6313	256	""	2023-07-19	12:49:48	nan	nan	nan	101.014	36.2211	100.787	40.4674	0	0	34.9104	-16000	0	14.3101	190
DATA	1689785389	852114915	6317	256	""	2023-07-19	12:49:49	nan	nan	nan	101.013	36.2288	100.788	40.4674	0	0	34.9183	-16000	0	14.3105	221
DATA	1689785390	852114915	6321	256	""	2023-07-19	12:49:50	nan	nan	nan	101.014	36.2368	100.789	40.4674	0	0	34.9259	-16000	0	14.3105	205
DATA	1689785391	852114915	6325	256	""	2023-07-19	12:49:51	nan	nan	nan	101.014	36.2445	100.789	40.4674	0	0	34.9338	-16000	0	14.3101	201
DATA	1689785392	852114915	6329	256	""	2023-07-19	12:49:52	nan	nan	nan	101.015	36.252	100.788	40.4674	0	0	34.9416	-16000	0	14.3097	164
DATA	1689785393	851759910	6333	256	""	2023-07-19	12:49:53	nan	nan	nan	101.013	36.2602	100.789	40.4674	0	0	34.9498	-16000	0	14.3097	228
DATA	1689785394	851759910	6337	256	""	2023-07-19	12:49:54	nan	nan	nan	101.014	36.2685	100.789	40.4674	0	0	34.9582	-16000	0	14.3097	240
DATA	1689785395	851759910	6341	256	""	2023-07-19	12:49:55	nan	nan	nan	101.015	36.2769	100.789	40.4674	0	0	34.9657	-16000	0	14.3093	240
DATA	1689785396	851759910	6345	256	""	2023-07-19	12:49:56	nan	nan	nan	101.014	36.285	100.789	40.4674	0	0	34.9737	-16000	0	14.3093	187
DATA	1689785397	851759910	6349	256	""	2023-07-19	12:49:57	nan	nan	nan	101.014	36.2926	100.79	40.4674	0	0	34.9818	-16000	0	14.3085	190
DATA	1689785398	851759910	6353	256	""	2023-07-19	12:49:58	nan	nan	nan	101.015	36.3007	100.789	40.4674	0	0	34.9894	-16000	0	14.3089	243
DATA	1689785399	851759910	6357	256	""	2023-07-19	12:49:59	nan	nan	nan	101.014	36.3086	100.79	40.4674	0	0	34.9977	-16000	0	14.3085	197
DATA	1689785400	851411104	6361	256	""	2023-07-19	12:50:00	nan	nan	nan	101.015	36.3159	100.791	40.4674	0	0	35.0049	-16000	0	14.3078	168
DATA	1689785401	851411104	6365	256	""	2023-07-19	12:50:01	nan	nan	nan	101.014	36.3243	100.789	40.4674	0	0	35.0125	-16000	0	14.3082	164
DATA	1689785402	851411104	6369	256	""	2023-07-19	12:50:02	nan	nan	nan	101.015	36.3318	100.791	40.4674	0	0	35.0209	-16000	0	14.3082	170
DATA	1689785403	851411104	6373	256	""	2023-07-19	12:50:03	nan	nan	nan	101.015	36.34	100.79	40.4674	0	0	35.0281	-16000	0	14.3078	 19
DATA	1689785404	851411104	6377	256	""	2023-07-19	12:50:04	nan	nan	nan	101.016	36.3478	100.791	40.4674	0	0	35.0365	-16000	0	14.3082	184
DATA	1689785405	851411104	6381	256	""	2023-07-19	12:50:05	nan	nan	nan	101.015	36.3557	100.792	40.4674	0	0	35.0442	-16000	0	14.3082	175
DATA	1689785406	851411104	6385	256	""	2023-07-19	12:50:06	nan	nan	nan	101.014	36.3642	100.792	40.4674	0	0	35.052	-16000	0	14.3082	124
DATA	1689785407	851411104	6389	256	""	2023-07-19	12:50:07	nan	nan	nan	101.016	36.3718	100.791	40.4674	0	0	35.0602	-16000	0	14.3078	189
DATA	1689785408	851064920	6393	256	""	2023-07-19	12:50:08	nan	nan	nan	101.016	36.3794	100.792	40.4674	0	0	35.0673	-16000	0	14.3082	204
DATA	1689785409	851064920	6397	256	""	2023-07-19	12:50:09	nan	nan	nan	101.016	36.3873	100.793	40.4674	0	0	35.0753	-16000	0	14.3082	208
DATA	1689785410	851064920	6401	256	""	2023-07-19	12:50:10	nan	nan	nan	101.015	36.3948	100.793	40.4674	0	0	35.0834	-16000	0	14.3078	185
DATA	1689785411	851064920	6405	256	""	2023-07-19	12:50:11	nan	nan	nan	101.016	36.403	100.792	40.4674	0	0	35.0908	-16000	0	14.3078	128
DATA	1689785412	851064920	6409	256	""	2023-07-19	12:50:12	nan	nan	nan	101.017	36.4109	100.794	40.4674	0	0	35.099	-16000	0	14.3074	141
DATA	1689785413	851064920	6413	256	""	2023-07-19	12:50:13	nan	nan	nan	101.017	36.4187	100.794	40.4674	0	0	35.1074	-16000	0	14.3074	186
DATA	1689785414	851064920	6417	256	""	2023-07-19	12:50:14	nan	nan	nan	101.017	36.427	100.794	40.4674	0	0	35.1155	-16000	0	14.3074	137
DATA	1689785415	850702047	6421	256	""	2023-07-19	12:50:15	nan	nan	nan	101.016	36.4352	100.794	40.4674	0	0	35.1238	-16000	0	14.3066	183
DATA	1689785416	850702047	6425	256	""	2023-07-19	12:50:16	nan	nan	nan	101.017	36.4435	100.794	40.4674	0	0	35.1312	-16000	0	14.3058	186
DATA	1689785417	850702047	6429	256	""	2023-07-19	12:50:17	nan	nan	nan	101.017	36.4511	100.795	40.4674	0	0	35.1387	-16000	0	14.3058	200
DATA	1689785418	850702047	6433	256	""	2023-07-19	12:50:18	nan	nan	nan	101.017	36.4587	100.794	40.4674	0	0	35.1469	-16000	0	14.3062	205
DATA	1689785419	850702047	6437	256	""	2023-07-19	12:50:19	nan	nan	nan	101.017	36.4671	100.794	40.4674	0	0	35.1545	-16000	0	14.3058	205
DATA	1689785420	850702047	6441	256	""	2023-07-19	12:50:20	nan	nan	nan	101.017	36.4746	100.795	40.4674	0	0	35.1626	-16000	0	14.3058	188
DATA	1689785421	850702047	6445	256	""	2023-07-19	12:50:21	nan	nan	nan	101.017	36.4827	100.795	40.4674	0	0	35.1703	-16000	0	14.3058	190
DATA	1689785422	850702047	6449	256	""	2023-07-19	12:50:22	nan	nan	nan	101.017	36.4911	100.796	40.4674	0	0	35.1781	-16000	0	14.3062	192
DATA	1689785423	850351095	6453	256	""	2023-07-19	12:50:23	nan	nan	nan	101.018	36.4984	100.795	40.4674	0	0	35.1865	-16000	0	14.3058	210
DATA	1689785424	850351095	6457	256	""	2023-07-19	12:50:24	nan	nan	nan	101.017	36.5066	100.796	40.4674	0	0	35.1936	-16000	0	14.3062	202
DATA	1689785425	850351095	6461	256	""	2023-07-19	12:50:25	nan	nan	nan	101.017	36.5144	100.795	40.4674	0	0	35.2017	-16000	0	14.3062	186
DATA	1689785426	850351095	6465	256	""	2023-07-19	12:50:26	nan	nan	nan	101.018	36.5215	100.796	40.4674	0	0	35.209	-16000	0	14.3058	151
DATA	1689785427	850351095	6469	256	""	2023-07-19	12:50:27	nan	nan	nan	101.018	36.5298	100.796	40.4674	0	0	35.2169	-16000	0	14.3058	223
DATA	1689785428	850351095	6473	256	""	2023-07-19	12:50:28	nan	nan	nan	101.017	36.5374	100.796	40.4674	0	0	35.2248	-16000	0	14.305	156
DATA	1689785429	850351095	6477	256	""	2023-07-19	12:50:29	nan	nan	nan	101.018	36.5455	100.797	40.4674	0	0	35.2326	-16000	0	14.3046	214
DATA	1689785430	849999904	6481	256	""	2023-07-19	12:50:30	nan	nan	nan	101.018	36.5539	100.797	40.4674	0	0	35.2407	-16000	0	14.3046	221
DATA	1689785431	849999904	6485	256	""	2023-07-19	12:50:31	nan	nan	nan	101.018	36.5612	100.798	40.4674	0	0	35.2486	-16000	0	14.3042	223
DATA	1689785432	849999904	6489	256	""	2023-07-19	12:50:32	nan	nan	nan	101.018	36.5695	100.797	40.4674	0	0	35.2562	-16000	0	14.3042	234
DATA	1689785433	849999904	6493	256	""	2023-07-19	12:50:33	nan	nan	nan	101.018	36.5771	100.797	40.4674	0	0	35.2638	-16000	0	14.3038	235
DATA	1689785434	849999904	6497	256	""	2023-07-19	12:50:34	nan	nan	nan	101.019	36.5844	100.798	40.4674	0	0	35.2719	-16000	0	14.3034	240
DATA	1689785435	849999904	6501	256	""	2023-07-19	12:50:35	nan	nan	nan	101.019	36.5928	100.798	40.4674	0	0	35.28	-16000	0	14.3038	130
DATA	1689785436	849999904	6505	256	""	2023-07-19	12:50:36	nan	nan	nan	101.019	36.6009	100.798	40.4674	0	0	35.2881	-16000	0	14.3034	228
DATA	1689785437	849999904	6509	256	""	2023-07-19	12:50:37	nan	nan	nan	101.019	36.6091	100.798	40.4674	0	0	35.2957	-16000	0	14.3038	243
DATA	1689785438	849648952	6513	256	""	2023-07-19	12:50:38	nan	nan	nan	101.019	36.6172	100.799	40.4674	0	0	35.3036	-16000	0	14.3038	224
DATA	1689785439	849648952	6517	256	""	2023-07-19	12:50:39	nan	nan	nan	101.019	36.6248	100.799	40.4674	0	0	35.3118	-16000	0	14.3038	235
DATA	1689785440	849648952	6521	256	""	2023-07-19	12:50:40	nan	nan	nan	101.019	36.6329	100.798	40.4674	0	0	35.3191	-16000	0	14.3038	214
DATA	1689785441	849648952	6525	256	""	2023-07-19	12:50:41	nan	nan	nan	101.02	36.6409	100.799	40.4674	0	0	35.3275	-16000	0	14.3038	167
DATA	1689785442	849648952	6529	256	""	2023-07-19	12:50:42	nan	nan	nan	101.019	36.6483	100.8	40.4674	0	0	35.3348	-16000	0	14.3038	119
DATA	1689785443	849648952	6533	256	""	2023-07-19	12:50:43	nan	nan	nan	101.02	36.6563	100.799	40.4674	0	0	35.3424	-16000	0	14.3034	163
DATA	1689785444	849648952	6537	256	""	2023-07-19	12:50:44	nan	nan	nan	101.019	36.6637	100.8	40.4674	0	0	35.3505	-16000	0	14.3034	114
DATA	1689785445	849296092	6541	256	""	2023-07-19	12:50:45	nan	nan	nan	101.019	36.6718	100.8	40.4674	0	0	35.3581	-16000	0	14.3031	106
DATA	1689785446	849296092	6545	256	""	2023-07-19	12:50:46	nan	nan	nan	101.019	36.6799	100.799	40.4674	0	0	35.3658	-16000	0	14.3031	239
DATA	1689785447	849296092	6549	256	""	2023-07-19	12:50:47	nan	nan	nan	101.019	36.6874	100.801	40.4674	0	0	35.3739	-16000	0	14.3027	228
DATA	1689785448	849296092	6553	256	""	2023-07-19	12:50:48	nan	nan	nan	101.02	36.6958	100.8	40.4674	0	0	35.3814	-16000	0	14.3027	 69
DATA	1689785449	849296092	6557	256	""	2023-07-19	12:50:49	nan	nan	nan	101.02	36.7032	100.801	40.4674	0	0	35.3896	-16000	0	14.3027	166
DATA	1689785450	849296092	6561	256	""	2023-07-19	12:50:50	nan	nan	nan	101.019	36.711	100.801	40.4674	0	0	35.3969	-16000	0	14.3015	148
DATA	1689785451	849296092	6565	256	""	2023-07-19	12:50:51	nan	nan	nan	101.021	36.7186	100.8	40.4674	0	0	35.4045	-16000	0	14.3015	 97
DATA	1689785452	849296092	6569	256	""	2023-07-19	12:50:52	nan	nan	nan	101.02	36.7262	100.801	40.4674	0	0	35.4126	-16000	0	14.3019	150
DATA	1689785453	848942041	6573	256	""	2023-07-19	12:50:53	nan	nan	nan	101.019	36.7343	100.801	40.4674	0	0	35.42	-16000	0	14.3015	 87
DATA	1689785454	848942041	6577	256	""	2023-07-19	12:50:54	nan	nan	nan	101.02	36.7423	100.802	40.4674	0	0	35.4281	-16000	0	14.3015	142
DATA	1689785455	848942041	6581	256	""	2023-07-19	12:50:55	nan	nan	nan	101.021	36.75	100.802	40.4674	0	0	35.4362	-16000	0	14.3015	 88
DATA	1689785456	848942041	6585	256	""	2023-07-19	12:50:56	nan	nan	nan	101.021	36.7581	100.802	40.4674	0	0	35.4446	-16000	0	14.3015	202
DATA	1689785457	848942041	6589	256	""	2023-07-19	12:50:57	nan	nan	nan	101.021	36.7664	100.803	40.4674	0	0	35.4525	-16000	0	14.3015	209
DATA	1689785458	848942041	6593	256	""	2023-07-19	12:50:58	nan	nan	nan	101.021	36.7747	100.801	40.4674	0	0	35.4603	-16000	0	14.3015	203
DATA	1689785459	848942041	6597	256	""	2023-07-19	12:50:59	nan	nan	nan	101.021	36.782	100.803	40.4674	0	0	35.4672	-16000	0	14.3019	165
DATA	1689785460	848589897	6601	256	""	2023-07-19	12:51:00	nan	nan	nan	101.021	36.7896	100.803	40.4674	0	0	35.4756	-16000	0	14.3019	220
DATA	1689785461	848589897	6605	256	""	2023-07-19	12:51:01	nan	nan	nan	101.021	36.7977	100.803	40.4674	0	0	35.4827	-16000	0	14.3015	221
DATA	1689785462	848589897	6609	256	""	2023-07-19	12:51:02	nan	nan	nan	101.021	36.8056	100.803	40.4674	0	0	35.4912	-16000	0	14.3015	211
DATA	1689785463	848589897	6613	256	""	2023-07-19	12:51:03	nan	nan	nan	101.021	36.8132	100.803	40.4674	0	0	35.4988	-16000	0	14.3011	212
DATA	1689785464	848589897	6617	256	""	2023-07-19	12:51:04	nan	nan	nan	101.021	36.8215	100.803	40.4674	0	0	35.5065	-16000	0	14.3011	207
DATA	1689785465	848589897	6621	256	""	2023-07-19	12:51:05	nan	nan	nan	101.021	36.8289	100.803	40.4674	0	0	35.5146	-16000	0	14.2995	235
